"playIdUnique","nflId","x","y","event","pff_role","pff_positionLinedUp","pff_beatenByDefender","pff_hitAllowed","pff_sackAllowed","pff_nflIdBlockedPlayer","pff_blockType","officialPosition","displayName","passResult","Distance_denied"
20210912014011,47821,44.05,22.97,"pass_forward","Pass Block","RG",0,0,0,44842,"PP","G","Cody Ford","I",5.44249942581531
20210912014011,44875,36.43,25.33,"pass_forward","Pass Block","LT",0,0,0,37104,"PP","T","Dion Dawkins","I",2.56070302846699
20210912014011,38548,39.38,22.92,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","I",1.49966662962139
20210912014011,42392,42.34,26.16,"pass_forward","Pass Block","C",0,0,0,35449,"PP","C","Mitch Morse","I",4.0301116609841
20210912014011,44842,44.32,22.32,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","I",5.88926141379375
20210912014011,35449,42.96,26.28,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","I",4.63855580973216
20210912014011,37104,37.34,24.57,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DT","Cameron Heyward","I",1.45715476185613
20210912014011,42445,40.91,21.82,"pass_forward","Pass Block","RT",0,1,0,44842,"SW","T","Daryl Williams","I",0
20210912014033,42445,36.49,20.45,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",6.78837241170518
20210912014033,42392,43.75,20.18,"pass_forward","Pass Block","C",0,0,0,35449,"PP","C","Mitch Morse","C",7.09172052466819
20210912014033,35449,44.58,19.99,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","C",7.71093379559182
20210912014033,42471,40.84,21.9,"pass_forward","Pass Block","LG",0,0,0,37104,"PP","G","Jon Feliciano","C",4.40147702481792
20210912014033,46076,40.05,26.23,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
20210912014033,38548,34.05,26.61,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",6.01202129071413
20210912014033,44875,33.56,26.4,"pass_forward","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","C",6.49222612052291
20210912014033,47821,39.06,18.67,"pass_forward","Pass Block","RG",0,0,0,35449,"PT","G","Cody Ford","C",7.62454588811688
20210912014033,44842,34.98,19.09,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","C",8.75696865359241
20210912014033,37104,39.63,24.14,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",2.13178329105001
2021091201406,38548,99.03,25.68,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",3.52841324110428
2021091201406,44842,95.19,31.41,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","C",4.12780813507605
2021091201406,46076,98.67,29.19,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
2021091201406,42445,95.29,31.81,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",4.27654065805529
2021091201406,47821,95.42,31.16,"pass_forward","Pass Block","RG",0,0,0,52640,"PP","G","Cody Ford","C",3.80044734209014
2021091201406,44875,98.96,26.34,"pass_forward","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","C",2.86471639084919
2021091201406,42392,93.39,30.88,"pass_forward","Pass Block","C",0,0,0,37104,"PP","C","Mitch Morse","C",5.54387048910777
2021091201406,52640,94.56,31.79,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DT","Carlos Davis","C",4.86334247200421
2021091201406,42471,97.56,26.61,"pass_forward","Pass Block","LG",0,0,0,37104,"PT","G","Jon Feliciano","C",2.80864736127553
2021091201406,37104,92.37,31.64,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",6.75962277053979
20210912014074,38548,56.07,30.2,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",3.59873588916997
20210912014074,42445,53.05,26.54,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",3.00361448924458
20210912014074,44886,54.17,33.18,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Chris Wormley","C",4.02483540036111
20210912014074,44875,53.17,32.38,"pass_forward","Pass Block","LT",0,0,0,44886,"PT","T","Dion Dawkins","C",2.94810108374866
20210912014074,47821,54.74,28,"pass_forward","Pass Block","RG",0,0,0,52640,"PP","G","Cody Ford","C",2.66270539113887
20210912014074,42471,53.96,32.14,"pass_forward","Pass Block","LG",0,0,0,44886,"PP","G","Jon Feliciano","C",2.99766575855281
20210912014074,42392,55.03,30.31,"pass_forward","Pass Block","C",0,0,0,52640,"PT","C","Mitch Morse","C",2.61843464688352
20210912014074,46076,52.54,29.5,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
20210912014074,52640,55.48,27.92,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DT","Carlos Davis","C",3.33766385365572
20210912014074,44842,53.46,25.89,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","T.J. Watt","C",3.72538588605261
20210912014103,42471,70.22,32.5,"qb_sack","Pass Block","LG",0,0,0,37104,"PT","G","Jon Feliciano","S",4.21627797945059
20210912014103,44875,70.15,29.33,"qb_sack","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","S",6.76192280346353
20210912014103,46076,67.15,35.39,"qb_sack","Pass","QB",0,0,0,0,"0","QB","Josh Allen","S",0
20210912014103,47821,69.42,28.49,"qb_sack","Pass Block","RG",0,0,1,44886,"SW","G","Cody Ford","S",0
20210912014103,42445,66.94,23.13,"qb_sack","Pass Block","RT",0,0,0,44886,"PP","T","Daryl Williams","S",12.2617983999086
20210912014103,44842,66.72,34.21,"qb_sack","Pass Rush","LOLB",0,0,0,0,"0","OLB","T.J. Watt","S",1.25590604744145
20210912014103,42392,70.42,30.12,"qb_sack","Pass Block","C",0,0,0,37104,"PP","C","Mitch Morse","S",6.2020802961587
20210912014103,44886,67.89,27.13,"qb_sack","Pass Rush","DLT",0,0,0,0,"0","DE","Chris Wormley","S",8.29308145383849
20210912014103,37104,69.98,33.88,"qb_sack","Pass Rush","RILB",0,0,0,0,"0","DT","Cameron Heyward","S",3.20764711276038
20210912014103,38548,65.14,22.83,"qb_sack","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","S",12.7198152502306
20210912014156,44842,54.28,27.21,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","C",3.19788992931276
20210912014156,44875,57.48,32.4,"pass_forward","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","C",2.93465500527745
20210912014156,35449,58.05,26.41,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","C",4.38255633164024
20210912014156,42392,57.27,29.42,"pass_forward","Pass Block","C",1,0,0,37104,"PP","C","Mitch Morse","C",2.40074988284911
20210912014156,38548,58.12,32.6,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",3.50750623663023
20210912014156,47821,57.23,26.66,"pass_forward","Pass Block","RG",0,0,0,35449,"PP","G","Cody Ford","C",3.76808970169236
20210912014156,37104,58.07,30.15,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",2.40074988284911
20210912014156,42471,58.5,30.54,"pass_forward","Pass Block","LG",0,0,0,37104,"CL","G","Jon Feliciano","C",2.86555404764942
20210912014156,46076,55.67,30.09,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
20210912014156,42445,55.01,27.35,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",2.81836832227443
20210912014180,37104,70.78,25.93,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",5.15379471845747
20210912014180,38548,66.58,26.66,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",2.26152603345617
20210912014180,42445,66.38,20.59,"pass_forward","Pass Block","RT",0,0,0,52510,"PP","T","Daryl Williams","C",3.97959796964467
20210912014180,52510,67.33,18.88,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Alex Highsmith","C",5.84829889797025
20210912014180,47821,68.24,21.4,"pass_forward","Pass Block","RG",0,0,0,35449,"PP","G","Cody Ford","C",3.95642515410061
20210912014180,42471,69.57,26.41,"pass_forward","Pass Block","LG",0,0,0,37104,"PP","G","Jon Feliciano","C",4.19486590965671
20210912014180,42392,69.66,25.15,"pass_forward","Pass Block","C",0,0,0,35449,"PT","C","Mitch Morse","C",3.88973006775535
20210912014180,46076,65.82,24.53,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
20210912014180,35449,69,20.77,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","C",4.92442890089806
20210912014180,44875,65.92,26.58,"pass_forward","Pass Block","LT",0,0,0,37104,"PT","T","Dion Dawkins","C",2.05243757517738
20210912014209,42471,79.18,33.15,"pass_forward","Pass Block","LG",0,0,0,44886,"PT","G","Jon Feliciano","C",2.03415830259103
20210912014209,46076,78.11,31.42,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
20210912014209,52971,78.53,33.05,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Jamir Jones","C",1.68324092155579
20210912014209,44875,77.78,33.06,"pass_forward","Pass Block","LT",0,0,0,52971,"PP","T","Dion Dawkins","C",1.67287178229534
20210912014209,52510,76.87,30.64,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Alex Highsmith","C",1.4649232061784
20210912014209,44886,81.45,32.69,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Chris Wormley","C",3.57330379341024
20210912014209,47821,81.35,26.58,"pass_forward","Pass Block","RG",0,0,0,35449,"PP","G","Cody Ford","C",5.82436262607334
20210912014209,42392,81.74,32,"pass_forward","Pass Block","C",0,0,0,44886,"PP","C","Mitch Morse","C",3.67604406937675
20210912014209,42445,77.54,29.46,"pass_forward","Pass Block","RT",1,0,0,52510,"PP","T","Daryl Williams","C",1.4649232061784
20210912014209,35449,81.39,26.67,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Tyson Alualu","C",5.77242583321778
20210912014233,42471,90.12,28.18,"pass_forward","Pass Block","LG",0,0,0,47975,"PP","G","Jon Feliciano","I",6.5066811816778
20210912014233,46076,86.49,22.78,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
20210912014233,44842,84.52,33.97,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","T.J. Watt","I",11.362086076069
20210912014233,47975,89.15,24.83,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Isaiah Buggs","I",3.35828825445346
20210912014233,42445,82.56,30.02,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","I",8.23786987030021
20210912014233,38548,86.59,23.16,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","I",0.392937654087771
20210912014233,47821,86.84,24.77,"pass_forward","Pass Block","RG",0,0,0,44886,"PP","G","Cody Ford","I",2.02054448107435
20210912014233,44875,90.14,30.08,"pass_forward","Pass Block","LT",0,0,0,47975,"PT","T","Dion Dawkins","I",8.16164811787423
20210912014233,42392,84.95,27.49,"pass_forward","Pass Block","C",0,0,0,44886,"CL","C","Mitch Morse","I",4.95537082366193
20210912014233,44886,88.71,29.23,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Chris Wormley","I",6.82135617014681
20210912014266,42445,88.43,28.21,"pass_forward","Pass Block","RT",1,0,0,44842,"PP","T","Daryl Williams","I",1.31897687621884
20210912014266,46076,88.72,29.89,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
20210912014266,37104,93.78,29.06,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","I",5.12762128086699
20210912014266,44886,92.82,27.18,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Chris Wormley","I",4.91468208534387
20210912014266,44842,88.33,28.63,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","I",1.31897687621884
20210912014266,52510,89.77,34.31,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Alex Highsmith","I",4.54300561302757
20210912014266,42471,93.41,29.75,"pass_forward","Pass Block","LG",0,0,0,37104,"PT","G","Jon Feliciano","I",4.69208908696329
20210912014266,44875,89.43,33.13,"pass_forward","Pass Block","LT",0,0,0,52510,"PP","T","Dion Dawkins","I",3.31688106509715
20210912014266,42392,92.99,29.16,"pass_forward","Pass Block","C",0,0,0,37104,"PP","C","Mitch Morse","I",4.33195106158876
20210912014266,47821,91.96,27.94,"pass_forward","Pass Block","RG",0,0,0,44886,"PP","G","Cody Ford","I",3.78154730236182
2021091201430,46076,94.61,22.68,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
2021091201430,44875,92.5,19.84,"pass_forward","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","C",3.53803617844702
2021091201430,47821,95.6,26.4,"pass_forward","Pass Block","RG",0,0,0,37104,"PT","G","Cody Ford","C",3.84948048442903
2021091201430,44842,97.48,24.77,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","C",3.55035209521535
2021091201430,42471,93.01,22.38,"pass_forward","Pass Block","LG",0,0,0,37104,"SW","G","Jon Feliciano","C",1.62788205960997
2021091201430,37104,91.31,24.8,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",3.92229524640866
2021091201430,42445,95.12,25.37,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",2.73791891771835
2021091201430,38548,92.13,18.93,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","C",4.49587588796666
2021091201430,42392,92.02,24.38,"pass_forward","Pass Block","C",0,0,0,37104,"PP","C","Mitch Morse","C",3.09808005061199
2021091201430,35449,92.72,22.83,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","C",1.895943037119
2021091201454,47821,79.23,30.04,"pass_forward","Pass Block","RG",0,0,0,44886,"PP","G","Cody Ford","I",5.36530521033053
2021091201454,44886,79.12,29.35,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Chris Wormley","I",5.32741025264621
2021091201454,38548,83.17,31.32,"pass_forward","Pass Rush","RILB",0,0,0,0,"0","OLB","Melvin Ingram","I",3.00847137264093
2021091201454,46076,84.39,28.57,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
2021091201454,53674,80.8,35.52,"pass_forward","Pass Rush","SCBL",0,0,0,0,"0","FS","Tre Norwood","I",7.82244207393062
2021091201454,42392,81.67,29.9,"pass_forward","Pass Block","C",0,0,0,47975,"SW","C","Mitch Morse","I",3.02775494384866
2021091201454,47975,80.43,24.01,"pass_forward","Pass Rush","NT",0,0,0,0,"0","DE","Isaiah Buggs","I",6.03947017543757
2021091201454,44875,81.05,24.99,"pass_forward","Pass Block","LT",0,0,0,47975,"PP","T","Dion Dawkins","I",4.89612091353962
2021091201476,38548,80.49,33.05,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Melvin Ingram","C",5.37003724381871
2021091201476,42471,80.13,27.64,"pass_forward","Pass Block","LG",0,0,0,47975,"PT","G","Jon Feliciano","C",5.56893167492654
2021091201476,42392,81.18,28.48,"pass_forward","Pass Block","C",0,0,0,47975,"PP","C","Mitch Morse","C",4.25639518841942
2021091201476,44875,84.94,28.68,"pass_forward","Pass Block","LT",0,0,0,52510,"PP","T","Dion Dawkins","C",1.55463822158083
2021091201476,42445,81.11,32.38,"pass_forward","Pass Block","RT",0,0,0,38548,"PP","T","Daryl Williams","C",4.49722136435378
2021091201476,46076,85.06,30.23,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
2021091201476,47821,79.54,28.66,"pass_forward","Pass Block","RG",0,0,0,44886,"PP","G","Cody Ford","C",5.73892847141345
2021091201476,44886,78.68,29.06,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Chris Wormley","C",6.48639345090937
2021091201476,47975,80.42,28.41,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Isaiah Buggs","C",4.98417495680077
2021091201476,52510,84.77,28.64,"pass_forward","Pass Rush","REO",0,0,0,0,"0","OLB","Alex Highsmith","C",1.61623018162637
2021091201500,44886,64.55,31.26,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Chris Wormley","C",3.93161544406367
2021091201500,42445,71.26,23.45,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","C",11.2700044365564
2021091201500,46076,67.35,34.02,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
2021091201500,42392,65.29,29.93,"pass_forward","Pass Block","C",0,0,0,44886,"PP","C","Mitch Morse","C",4.5794868708186
2021091201500,47821,66.61,29.56,"pass_forward","Pass Block","RG",0,0,0,44886,"PT","G","Cody Ford","C",4.52097334652617
2021091201500,44842,70.83,22.31,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","T.J. Watt","C",12.2161573336299
2021091201500,47975,61.54,25.78,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Isaiah Buggs","C",10.0823459571669
2021091201500,47857,63.47,21.29,"pass_forward","Pass Block","HB-L",0,0,0,47975,"BH","RB","Devin Singletary","C",13.308166665623
2021091201500,42471,62.94,24.41,"pass_forward","Pass Block","LG",0,0,0,47975,"PP","G","Jon Feliciano","C",10.5735613678647
2021091201500,52510,68.09,21.05,"pass_forward","Pass Rush","REO",0,0,0,0,"0","OLB","Alex Highsmith","C",12.9910931025838
2021091201500,44875,69.41,22.03,"pass_forward","Pass Block","LT",0,0,0,52510,"PP","T","Dion Dawkins","C",12.1656771287093
2021091201561,44875,69.64,22.37,"pass_forward","Pass Block","LT",0,0,0,52510,"PP","T","Dion Dawkins","I",2.32053873055374
2021091201561,35449,74.27,29.49,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Tyson Alualu","I",7.53292771769383
2021091201561,47821,73.07,28.97,"pass_forward","Pass Block","RG",0,0,0,35449,"PP","G","Cody Ford","I",6.74200266983038
2021091201561,42471,68.07,24.14,"pass_forward","Pass Block","LG",0,0,0,37104,"PP","G","Jon Feliciano","I",4.29470604349122
2021091201561,42392,69.57,25.13,"pass_forward","Pass Block","C",0,0,0,44842,"PP","C","Mitch Morse","I",3.68892938398121
2021091201561,46076,71.96,22.32,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
2021091201561,42445,74.11,27.89,"pass_forward","Pass Block","RT",0,0,0,35449,"CL","T","Daryl Williams","I",5.9705443637913
2021091201561,37104,67.46,24.58,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","I",5.03563302872638
2021091201561,52510,69.08,23.05,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Alex Highsmith","I",2.97107724571408
2021091201561,44842,66.89,25.43,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","I",5.94785675684947
2021091201589,46076,70.03,19.68,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
2021091201589,38548,67.87,18.99,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Melvin Ingram","I",2.26753169768363
2021091201589,47821,76.64,27.14,"pass_forward","Pass Block","RG",0,0,0,35449,"PT","G","Cody Ford","I",9.96713098138075
2021091201589,42445,76.36,23.83,"pass_forward","Pass Block","RT",0,0,0,44842,"PP","T","Daryl Williams","I",7.56910826980299
2021091201589,35449,64.54,23.94,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Tyson Alualu","I",6.94893517022572
2021091201589,42392,65.9,24.74,"pass_forward","Pass Block","C",0,0,0,35449,"PP","C","Mitch Morse","I",6.53150059327869
2021091201589,44842,76.31,21.58,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","I",6.56112795180829
2021091201589,44875,69.12,19.38,"pass_forward","Pass Block","LT",0,0,0,38548,"PP","T","Dion Dawkins","I",0.958175349296774
2021091201589,42471,73.37,22.85,"pass_forward","Pass Block","LG",0,0,0,37104,"PP","G","Jon Feliciano","I",4.60483441613268
2021091201589,37104,73.19,24.2,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","I",5.51507026247173
202109120163,42471,38.13,21.13,"pass_forward","Pass Block","LG",0,0,0,37104,"PT","G","Jon Feliciano","C",3.15
202109120163,35449,37.24,27.94,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Tyson Alualu","C",5.11199569639882
202109120163,52510,39.96,20.06,"pass_forward","Pass Rush","REO",0,0,0,0,"0","OLB","Alex Highsmith","C",3.59050135774936
202109120163,44875,40.1,20.78,"pass_forward","Pass Block","LT",0,0,0,52510,"PP","T","Dion Dawkins","C",2.87111476607954
202109120163,47821,37.25,27.1,"pass_forward","Pass Block","RG",0,0,0,35449,"PP","G","Cody Ford","C",4.42440956512844
202109120163,42445,38.34,27.08,"pass_forward","Pass Block","RT",1,0,0,44842,"PP","T","Daryl Williams","C",3.41760149812702
202109120163,37104,35.37,23.53,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Cameron Heyward","C",4.65154812938661
202109120163,46076,40.02,23.65,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","C",0
202109120163,44842,38.18,26.53,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","OLB","T.J. Watt","C",3.41760149812702
202109120163,42392,36.32,22.97,"pass_forward","Pass Block","C",0,0,0,37104,"PP","C","Mitch Morse","C",3.76196757030148
2021091201639,46165,27.19,28.14,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Harrison Phillips","C",4.64759077372352
2021091201639,28963,22.7,26.94,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Ben Roethlisberger","C",0
2021091201639,46161,23.85,22.91,"pass_forward","Pass Block","RT",0,0,0,53459,"PP","T","Chukwuma Okorafor","C",4.19087103118194
2021091201639,43319,26.07,25.2,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DT","Vernon Butler","C",3.79269033800547
2021091201639,53516,27.11,27.31,"pass_forward","Pass Block","C",0,0,0,46165,"PP","C","Kendrick Green","C",4.42549432267176
2021091201639,53459,23.3,21.95,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Gregory Rousseau","C",5.0259426976439
2021091201639,41321,25.42,24.93,"pass_forward","Pass Block","RG",0,0,0,43319,"PP","G","Trai Turner","C",3.38208515563994
2021091201639,52543,25.92,27.73,"pass_forward","Pass Block","LG",0,0,0,46165,"PT","G","Kevin Dotson","C",3.31549393002008
2021091201639,37841,24.29,30.18,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","DE","Mario Addison","C",3.60911346455054
2021091201639,53557,24.25,29.16,"pass_forward","Pass Block","LT",0,0,0,37841,"PP","T","Dan Moore","C",2.70756348032692
2021091201691,28963,29.77,27.6,"qb_strip_sack","Pass","QB",0,0,0,0,"0","QB","Ben Roethlisberger","S",0
2021091201691,41321,31.98,30.78,"qb_strip_sack","Pass Block","RG",0,0,0,43319,"PP","G","Trai Turner","S",3.87253147178948
2021091201691,53557,26.3,30,"qb_strip_sack","Pass Block","LT",0,0,1,37841,"PP","T","Dan Moore","S",0
2021091201691,52543,30.16,32.73,"qb_strip_sack","Pass Block","LG",0,0,0,46165,"PP","G","Kevin Dotson","S",5.14480320323333
2021091201691,43319,31.83,34.83,"qb_strip_sack","Pass Rush","LE",0,0,0,0,"0","DT","Vernon Butler","S",7.51774567273993
2021091201691,46161,32.51,28,"qb_strip_sack","Pass Block","RT",0,0,0,43319,"PT","T","Chukwuma Okorafor","S",2.76904315603784
2021091201691,37841,29,27.86,"qb_strip_sack","Pass Rush","REO",0,0,0,0,"0","DE","Mario Addison","S",0.812711510931153
2021091201691,46165,29.86,33.5,"qb_strip_sack","Pass Rush","DRT",0,0,0,0,"0","DT","Harrison Phillips","S",5.90068640075034
2021091201762,42445,75.87,27.37,"pass_forward","Pass Block","RT",0,0,0,53674,"PP","T","Daryl Williams","I",10.4683332006581
2021091201762,46076,79.33,17.49,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Josh Allen","I",0
2021091201762,46689,82.12,24.31,"pass_forward","Pass Block","RG",0,0,0,35449,"SW","G","Ike Boettger","I",7.36861588088292
2021091201762,42471,74.71,22.32,"pass_forward","Pass Block","LG",0,0,0,44886,"PT","G","Jon Feliciano","I",6.68380879439261
2021091201762,44886,75.67,16.55,"pass_forward","Pass Rush","NT",0,0,0,0,"0","DE","Chris Wormley","I",3.77878287283088
2021091201762,44875,77.35,18.32,"pass_forward","Pass Block","LT",0,0,0,44886,"CL","T","Dion Dawkins","I",2.14692803791837
2021091201762,53674,74.96,28.17,"pass_forward","Pass Rush","SCBoL",0,0,0,0,"0","FS","Tre Norwood","I",11.539467058751
2021091201762,38548,81.72,19.62,"pass_forward","Pass Rush","RILB",0,0,0,0,"0","OLB","Melvin Ingram","I",3.20140594114524
2021091201762,35449,78.2,19.2,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Tyson Alualu","I",2.04963411368956
2021091201762,42392,78.62,20.31,"pass_forward","Pass Block","C",0,0,0,44886,"SW","C","Mitch Morse","I",2.90800618981459
2021091201856,47924,21.45,26,"pass_forward","Pass Block","TE-iL",0,0,0,52462,"PP","TE","Zach Gentry","C",5.18661739479596
2021091201856,35470,18.67,19.26,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Jerry Hughes","C",4.32862564793954
2021091201856,47792,23.72,24.21,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Ed Oliver","C",6.74581351654491
2021091201856,46161,18.04,19.66,"pass_forward","Pass Block","RT",0,0,0,35470,"PP","T","Chukwuma Okorafor","C",3.74594447369418
2021091201856,52462,22.14,26.1,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DE","A.J. Epenesa","C",5.83257233131318
2021091201856,52543,22.65,24,"pass_forward","Pass Block","LG",0,0,0,47792,"PP","G","Kevin Dotson","C",5.65729617396862
2021091201856,28963,17.04,23.27,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Ben Roethlisberger","C",0
2021091201856,53516,21.99,22.83,"pass_forward","Pass Block","C",0,0,0,43638,"PP","C","Kendrick Green","C",4.96951707915367
2021091201856,41321,22.25,21.8,"pass_forward","Pass Block","RG",0,0,0,43638,"PT","G","Trai Turner","C",5.4134092769714
2021091201856,53557,21.62,24.84,"pass_forward","Pass Block","LT",0,0,0,47792,"PT","T","Dan Moore","C",4.84162162916517
2021091201856,43638,22.8,22.41,"pass_forward","Pass Rush","NLT",0,0,0,0,"0","DT","Justin Zimmer","C",5.82384752547661
2021091201901,43638,26.72,26.84,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Justin Zimmer","C",3.8176432520601
2021091201901,46161,24.58,20.89,"pass_forward","Pass Block","RT",0,0,0,35470,"PP","T","Chukwuma Okorafor","C",3.87593859600484
2021091201901,35470,24.51,20.08,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Jerry Hughes","C",4.64991397769894
2021091201901,28963,23.6,24.64,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Ben Roethlisberger","C",0
